"symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"EVI","EnviroStarm, Inc.","4.0706","$28.63M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/evi",
"EVHC","Envision Healthcare Holdings, Inc.","26.99","$5.01B","2013","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/evhc",
"EVA","Enviva Partners, LP","14.7","$350.01M","2015","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/eva",
"ENVI","Envivio, Inc.","4.1","$114.21M","2012","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/envi",
"ENZ","Enzo Biochem, Inc.","3.77","$173.65M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/enz",
"ENZN","Enzon Pharmaceuticals, Inc.","0.8261","$36.5M","1984","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/enzn",
"ENZY          ","Enzymotec Ltd.","8.84","$198.75M","2013","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/enzy          ",
"EOG","EOG Resources, Inc.","83.39","$45.8B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eog",
"EPE","EP Energy Corporation","5.44","$1.35B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epe",
"EPAM","EPAM Systems, Inc.","78.67","$3.91B","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/epam",
"EPIQ","EPIQ Systems, Inc.","13.82","$516.09M","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/epiq",
"EPRS","EPIRUS Biopharmaceuticals, Inc.","5.1","$120.2M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eprs",
"EPZM","Epizyme, Inc.","12.74","$526.54M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/epzm",
"PLUS","ePlus inc.","87.46","$653.88M","1996","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/plus",
"EPR","EPR Properties","56.74","$3.28B","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/epr",
"EPR^C","EPR Properties","23.37","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^c",
"EPR^E","EPR Properties","31.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^e",
"EPR^F","EPR Properties","25.19","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^f",
"EQT","EQT Corporation","67.21","$10.25B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eqt",
"EQGP","EQT GP Holdings, LP","25.62","$6.82B","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqgp",
"EQM","EQT Midstream Partners, LP","70.09","$5.01B","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqm",
"EFX","Equifax, Inc.","106.66","$12.64B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/efx",
"EQIX","Equinix, Inc.","301.2","$17.16B","2000","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqix",
"EQFN","Equitable Financial Corp.","8","$27.82M","2015","Finance","Savings Institutions","http://www.nasdaq.com/symbol/eqfn",
"EQC","Equity Commonwealth","29.2","$3.79B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqc",
"EQC^D","Equity Commonwealth","24.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqc^d",
"EQC^E","Equity Commonwealth","25.93","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqc^e",
"EQCO","Equity Commonwealth","23.44","n/a","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqco",
"ELS","Equity Lifestyle Properties, Inc.","61.65","$5.2B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/els",
"ELS^C","Equity Lifestyle Properties, Inc.","26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/els^c",
"EQY","Equity One, Inc.","26.64","$3.45B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqy",
"EQR","Equity Residential","80.94","$29.47B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqr",
"EQS","Equus Total Return, Inc.","1.7","$21.55M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqs",
"ERA","Era Group, Inc.","13.78","$283.63M","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/era",
"ERB","ERBA Diagnostics, Inc.","1.9714","$86.91M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/erb",
"EAC           ","Erickson Incorporated","3.15","$43.57M","2012","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/eac           ",
"ERIC","Ericsson","9.79","$32.36B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/eric",
"ERIE","Erie Indemnity Company","87.38","$4.04B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/erie",
"ERN","Erin Energy Corp.","4.27","$903.11M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ern",
"EROS","Eros International PLC","17.18","$988.5M","2013","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/eros",
"ESCA","Escalade, Incorporated","18.67","$263.62M","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/esca",
"ESCR","Escalera Resources Co.","0.0741","$1.06M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/escr",
"ESCRP","Escalera Resources Co.","0.7001","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/escrp",
"ESMC","Escalon Medical Corp.","1.1","$8.28M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/esmc",
"ESE","ESCO Technologies Inc.","37.6","$981.32M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ese",
"ESPR","Esperion Therapeutics, Inc.","23.62","$531.18M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/espr",
"ESP","Espey Mfg. & Electronics Corp.","24.7","$58.38M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esp",
"ESSA","ESSA Bancorp, Inc.","13.19","$150.54M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/essa",
"EPIX","ESSA Pharma Inc.","6.6","$149.27M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/epix",
"ESND","Essendant Inc.","34.75","$1.3B","n/a","Consumer Services","Paper","http://www.nasdaq.com/symbol/esnd",
"ESNT","Essent Group Ltd.","26.03","$2.41B","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/esnt",
"ESS","Essex Property Trust, Inc.","229.66","$15.1B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ess",
"ESS^H","Essex Property Trust, Inc.","25.79","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ess^h",
"ESSX","Essex Rental Corporation","0.366","$9.14M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/essx",
"EL","Estee Lauder Companies, Inc. (The)","83.89","$31.74B","1995","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/el",
"ESL","Esterline Technologies Corporation","75.72","$2.24B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esl",
"DEG","Etablissements Delhaize Freres et Cie &quot;Le Lion&quot; S.A.","22.42","$9.2B","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/deg",
"ETH","Ethan Allen Interiors Inc.","27.59","$783.75M","1993","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/eth",
"ETSY","Etsy, Inc.","11.27","$1.26B","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/etsy",
"EMXX","Eurasian Minerals Inc.","0.462","$33.97M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/emxx",
"CLWT","Euro Tech Holdings Company Limited","2.68","$5.55M","1997","Consumer Durables","Diversified Electronic Products","http://www.nasdaq.com/symbol/clwt",
"EURN","Euronav NV","15.49","$2.47B","2015","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/eurn",
"EEFT","Euronet Worldwide, Inc.","79.47","$4.19B","1997","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/eeft",
"EEA","European Equity Fund, Inc. (The)","8.36","$72.89M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eea",
"ESEA","Euroseas Ltd.","4.471","$25.86M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/esea",
"EVEP","EV Energy Partners, L.P.","5.65","$276.12M","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/evep",
"EVBN","Evans Bancorp, Inc.","24.8375","$105.39M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/evbn",
"EVER","EverBank Financial Corp.","20.75","$2.59B","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ever",
"EVER^A","EverBank Financial Corp.","25.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ever^a",
"EVR","Evercore Partners Inc","53.9","$1.96B","2006","Finance","Investment Managers","http://www.nasdaq.com/symbol/evr",
"RE","Everest Re Group, Ltd.","180.8","$7.99B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/re",
"EVK","Ever-Glory International Group, Inc.","3.06","$45.24M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/evk",
"EVRI","Everi Holdings Inc.","4.54","$299.36M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/evri",
"ES","Eversource Energy","52.05","$16.51B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/es",
"EVTC","Evertec, Inc.","18.8","$1.46B","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/evtc",
"EVDY","Everyday Health, Inc.","9.35","$301.61M","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/evdy",
"EVLV","EVINE Live Inc.","2.88","$164.52M","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/evlv",
"EVGN","Evogene Ltd.","8.01","$203.41M","2013","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/evgn",
"EVOK","Evoke Pharma, Inc.","3.54","$22.44M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/evok",
"EVH","Evolent Health, Inc","13.35","$787.47M","2015","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/evh",
"EPM","Evolution Petroleum Corporation, Inc.","6.34","$207.14M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epm",
"EPM^A","Evolution Petroleum Corporation, Inc.","25.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epm^a",
"EVOL","Evolving Systems, Inc.","6.09","$71.13M","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/evol",
"EXA","Exa Corporation","9.72","$141.95M","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/exa",
"EXAS","EXACT Sciences Corporation","8.07","$775.43M","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exas",
"EXAC","Exactech, Inc.","17.51","$246.11M","1996","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/exac",
"EXAM","ExamWorks Group, Inc.","27.35","$1.14B","2010","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/exam",
"EXAR","Exar Corporation","5.78","$278.06M","1985","Technology","Semiconductors","http://www.nasdaq.com/symbol/exar",
"XCO","EXCO Resources NL","1.05","$291.05M","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xco",
"EXEL","Exelixis, Inc.","5.805","$1.31B","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exel",
"EXC","Exelon Corporation","29.17","$25.13B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/exc",
"EXCU","Exelon Corporation","42.96","$37.02B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/excu",
"XRA","Exeter Resource Corporation","0.3548","$31.37M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/xra",
"EXFO","EXFO Inc","3.23","$71.36M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/exfo",
"EXLS","ExlService Holdings, Inc.","41.09","$1.36B","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/exls",
"EXPE","Expedia, Inc.","128.39","$16.58B","n/a","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/expe",
"EXPD","Expeditors International of Washington, Inc.","51.66","$9.77B","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/expd",
"EXPO","Exponent, Inc.","52.21","$1.35B","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/expo",
"ESRX","Express Scripts Holding Company","85.33","$57.66B","1992","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/esrx",
"EXPR","Express, Inc.","19.15","$1.62B","2010","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/expr",
"STAY","Extended Stay America, Inc.","18.5","$3.79B","2013","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/stay",
"EXTN$","Exterran Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/extn$",
"EXH","Exterran Holdings, Inc.","22.05","$1.53B","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/exh",
"EXLP","Exterran Partners, L.P.","19.66","$1.17B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/exlp",
"EXR","Extra Space Storage Inc","80.73","$9.92B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/exr",
"EXTR","Extreme Networks, Inc.","3.7","$374.86M","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/extr",
"XOM","Exxon Mobil Corporation","81.22","$338.64B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/xom",
"EYEG","Eyegate Pharmaceuticals, Inc.","2.71","$20.74M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eyeg",
"EYEGW","Eyegate Pharmaceuticals, Inc.","0.87","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eyegw",
"EZCH","EZchip Semiconductor Limited","24.63","$737.95M","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ezch",
"EZPW","EZCORP, Inc.","6.54","$338.97M","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/ezpw",
"FNB","F.N.B. Corporation","13.48","$2.36B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnb",
"FNB^E","F.N.B. Corporation","29.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnb^e",
"FFIV","F5 Networks, Inc.","119.94","$8.52B","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ffiv",
"FN","Fabrinet","21.59","$765.16M","2010","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/fn",
"FB","Facebook, Inc.","103.77","$292.38B","2012","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fb",
"FDS","FactSet Research Systems Inc.","175.97","$7.29B","1996","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fds",
"FICO","Fair Isaac Corporation","90.97","$2.83B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fico",
"FCS","Fairchild Semiconductor International, Inc.","16.83","$1.94B","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/fcs",
"FMSA","Fairmount Santrol Holdings Inc.","2.4","$387.42M","2014","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/fmsa",
"FRP","FairPoint Communications, Inc.","16.18","$435.29M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/frp",
"FWM","Fairway Group Holdings Corp.","1.83","$80.58M","2013","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/fwm",
"FALC","FalconStor Software, Inc.","2.02","$83.16M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/falc",
"DAVE","Famous Dave&#39;s of America, Inc.","11.44","$79.6M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dave",
"FARM","Farmer Brothers Company","28.88","$481.02M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/farm",
"FFKT","Farmers Capital Bank Corporation","26.88","$201.47M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffkt",
"FMNB","Farmers National Banc Corp.","8.345","$214.23M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmnb",
"FPI","Farmland Partners Inc.","10.63","$123.52M","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fpi",
"FARO","FARO Technologies, Inc.","34.38","$598M","1997","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/faro",
"FAST","Fastenal Company","38.48","$11.15B","1987","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/fast",
"FATE","Fate Therapeutics, Inc.","3.54","$101.58M","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/fate",
"FBSS","Fauquier Bankshares, Inc.","14.97","$56.06M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbss",
"FFG","FBL Financial Group, Inc.","63.23","$1.57B","1996","Finance","Life Insurance","http://www.nasdaq.com/symbol/ffg",
"FBRC","FBR & Co","19.99","$149.04M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/fbrc",
